0.3161,0.5699,0.0016,0.0378
0.1595,0.8270,0.0768,0.1697
0.1790,0.7359,0.0064,0.1811
0.0026,0.0890,0.0836,0.8769
0.0854,0.1030,0.1243,0.5606
0.4462,0.4494,0.0700,0.1084
0.8371,0.2218,0.0007,0.0011
0.7898,0.2050,0.0353,0.0526
0.5814,0.3004,0.0123,0.3040
0.0710,0.0421,0.8344,0.2619
0.1195,0.0213,0.7749,0.0150
